Região,Município,UF,Lat,Long
Norte Pioneiro do Paraná (Indicação de Procedência),Santa Cecília do Pavão,PR,-23.5176577,-50.7837199
Norte Pioneiro do Paraná (Indicação de Procedência),São Sebastião da Amoreira,PR,-23.4647501,-50.7605173
Norte Pioneiro do Paraná (Indicação de Procedência),Abatiá,PR,-23.3052967,-50.3102532
Norte Pioneiro do Paraná (Indicação de Procedência),Carlópolis,PR,-23.4285011,-49.7208814
Norte Pioneiro do Paraná (Indicação de Procedência),Guapirama,PR,-23.5164582,-50.0431538
Norte Pioneiro do Paraná (Indicação de Procedência),Japira,PR,-23.8119773,-50.1397133
Norte Pioneiro do Paraná (Indicação de Procedência),Quatiguá,PR,-23.5669626,-49.9160315
Norte Pioneiro do Paraná (Indicação de Procedência),Santana do Itararé,PR,-23.7566225,-49.6292826
Norte Pioneiro do Paraná (Indicação de Procedência),Tomazina,PR,-23.7777942,-49.9546482
Paraná,Altamira do Paraná,PR,-24.7988854,-52.7131879
Paraná,Paranacity,PR,-22.9304971,-52.1523164
Paraná,São João do Caiuá,PR,-22.8544849,-52.3371114
Paraná,Bela Vista do Paraíso,PR,-22.9948493,-51.1907996
Paraná,Cidade Gaúcha,PR,-23.3816558,-52.9444098
Paraná,Formosa do Oeste,PR,-24.2966562,-53.312801
Paraná,Ivaté,PR,-23.4084656,-53.3698352
Paraná,Lunardelli,PR,-24.0793542,-51.7421822
Paraná,Nova Aurora,PR,-24.5282336,-53.2576703
Paraná,Rio Branco do Ivaí,PR,-24.3193396,-51.3139672
Paraná,Tuneiras do Oeste,PR,-23.8672329,-52.8749376
Paraná,Alto Paraíso,PR,-23.508137,-53.728537
Paraná,Paranavaí,PR,-23.08165,-52.461724
Paraná,São João do Ivaí,PR,-23.9914063,-51.8232148
Paraná,Boa Esperança,PR,-24.2411024,-52.7860277
Paraná,Colorado,PR,-22.8385097,-51.9730135
Paraná,Guaporema,PR,-23.340218,-52.778605
Paraná,Ivatuba,PR,-23.618722,-52.2174491
Paraná,Lupionópolis,PR,-22.7558205,-51.6575301
Paraná,Nova Esperança,PR,-23.1818437,-52.1999852
Paraná,Rolândia,PR,-23.3119901,-51.3674145
Paraná,Ubiratã,PR,-24.542725,-52.9899678
Paraná,Alto Paraná,PR,-23.131247,-52.318893
Paraná,Peabiru,PR,-23.9142123,-52.3455598
Paraná,São Jorge do Ivaí,PR,-23.4327325,-52.2924553
Paraná,Boa Vista da Aparecida,PR,-25.4357216,-53.4067721
Paraná,Corbélia,PR,-24.7951117,-53.2961804
Paraná,Guaraci,PR,-22.970394,-51.6479769
Paraná,Jaguapitã,PR,-23.1102516,-51.5327741
Paraná,Mamborê,PR,-24.3084433,-52.5298446
Paraná,Nova Londrina,PR,-22.7633621,-52.9875908
Paraná,Roncador,PR,-24.5952165,-52.2710073
Paraná,Umuarama,PR,-23.7621152,-53.3116192
Paraná,Altônia,PR,-23.8722004,-53.894037
Paraná,Perobal,PR,-23.894861,-53.409838
Paraná,São Jorge do Patrocínio,PR,-23.7612908,-53.8806252
Paraná,Bom Sucesso,PR,-23.7101968,-51.7661597
Paraná,Corumbataí do Sul,PR,-24.100956,-52.11766
Paraná,Ibiporã,PR,-23.2684137,-51.0475907
Paraná,Jandaia do Sul,PR,-23.6003907,-51.645674
Paraná,Mandaguaçu,PR,-23.3485076,-52.0966215
Paraná,Nova Olímpia,PR,-23.4699403,-53.090112
Paraná,Rondon,PR,-23.4171839,-52.7722221
Paraná,Uniflor,PR,-23.0853871,-52.1584403
Paraná,Alvorada do Sul,PR,-22.7807269,-51.2307721
Paraná,Pérola,PR,-23.8031666,-53.6824972
Paraná,São José das Palmeiras,PR,-24.8350864,-54.0621488
Paraná,Borrazópolis,PR,-23.9399295,-51.5842203
Paraná,Cruzeiro do Oeste,PR,-23.7839582,-53.0709425
Paraná,Icaraíma,PR,-23.3948345,-53.6162036
Paraná,Janiópolis,PR,-24.140124,-52.77836
Paraná,Mandaguari,PR,-23.5224849,-51.6787511
Paraná,Nova Tebas,PR,-24.437958,-51.945357
Paraná,São Manoel do Paraná,PR,-23.394137,-52.645376
Paraná,Vera Cruz do Oeste,PR,-25.058614,-53.8785648
Paraná,Amaporã,PR,-23.094272,-52.786597
Paraná,Pitangueiras,PR,-23.2313428,-51.587301
Paraná,Terra Boa,PR,-23.768329,-52.447002
Paraná,Braganey,PR,-24.8179919,-53.118506
Paraná,Cruzmaltina,PR,-23.9930826,-51.4435583
Paraná,Iguaraçu,PR,-23.1972911,-51.8244524
Paraná,Japurá,PR,-23.469273,-52.55572
Paraná,Maria Helena,PR,-23.6139395,-53.206135
Paraná,Planaltina do Paraná,PR,-23.0228724,-52.9160307
Paraná,São Miguel do Iguaçu,PR,-25.349171,-54.240498
Paraná,Xambrê,PR,-23.7361723,-53.4881707
Paraná,Francisco Alves,PR,-24.0694395,-53.844348
Paraná,Sabáudia,PR,-23.319019,-51.5544109
Paraná,Anahy,PR,-24.6450861,-53.1337957
Paraná,Cafeara,PR,-22.78905,-51.714195
Paraná,Diamante do Norte,PR,-22.6565442,-52.8589113
Paraná,Iguatu,PR,-24.7170385,-53.0865561
Paraná,Jardim Alegre,PR,-24.1795192,-51.6927177
Paraná,Marialva,PR,-23.4820987,-51.795788
Paraná,Porecatu,PR,-22.753724,-51.37949
Paraná,São Pedro do Ivaí,PR,-23.8660384,-51.8563711
Paraná,Godoy Moreira,PR,-24.1925289,-51.9232662
Paraná,Santa Cruz de Monte Castelo,PR,-22.9582028,-53.294859
Paraná,Ângulo,PR,-23.1958345,-51.9094976
Paraná,Cafezal do Sul,PR,-23.900508,-53.512418
Paraná,Diamante d`Oeste,PR,-24.9446989,-54.1028594
Paraná,Inajá,PR,-22.7530214,-52.1976067
Paraná,Jardim Olinda,PR,-22.5520625,-52.036373
Paraná,Marilândia do Sul,PR,-23.7462425,-51.3021452
Paraná,Porto Rico,PR,-22.774742,-53.267731
Paraná,São Pedro do Paraná,PR,-22.8240967,-53.222755
Paraná,Goioerê,PR,-24.1851885,-53.0250623
Paraná,Santa Fé,PR,-23.039993,-51.808014
Paraná,Apucarana,PR,-23.5525327,-51.4610764
Paraná,Califórnia,PR,-23.6672543,-51.3554556
Paraná,Douradina,PR,-23.3847331,-53.2932989
Paraná,Indianópolis,PR,-23.4807249,-52.6987037
Paraná,Jesuítas,PR,-24.3807263,-53.3855699
Paraná,Mariluz,PR,-24.0031216,-53.148113
Paraná,Prado Ferreira,PR,-23.039784,-51.4431235
Paraná,São Tomé,PR,-23.534946,-52.590125
Paraná,Grandes Rios,PR,-24.1454626,-51.5063628
Paraná,Santa Inês,PR,-22.640225,-51.9031333
Paraná,Arapongas,PR,-23.4152862,-51.4293961
Paraná,Cambé,PR,-23.2782035,-51.2779583
Paraná,Doutor Camargo,PR,-23.5575611,-52.2185546
Paraná,Iporã,PR,-24.0039474,-53.7100595
Paraná,Jussara,PR,-23.621931,-52.46931
Paraná,Maringá,PR,-23.425269,-51.9382078
Paraná,Presidente Castelo Branco,PR,-23.2790844,-52.1528771
Paraná,Sarandi,PR,-23.444117,-51.876016
Paraná,Guairaçá,PR,-22.9352304,-52.6865101
Paraná,Santa Isabel do Ivaí,PR,-23.0013818,-53.1940876
Paraná,Arapoti,PR,-24.1457957,-49.8224605
Paraná,Cambira,PR,-23.6002773,-51.5809914
Paraná,Engenheiro Beltrão,PR,-23.7996003,-52.2592684
Paraná,Iracema do Oeste,PR,-24.427888,-53.3539137
Paraná,Kaloré,PR,-23.8242643,-51.6683666
Paraná,Marumbi,PR,-23.7070343,-51.6408276
Paraná,Primeiro de Maio,PR,-22.851714,-51.029251
Paraná,Sertanópolis,PR,-23.0600434,-51.0373544
Paraná,Novo Itacolomi,PR,-23.7632302,-51.5074087
Paraná,Santa Mônica,PR,-23.1085921,-53.1103971
Paraná,Arapuã,PR,-24.3079525,-51.7901941
Paraná,Campina da Lagoa,PR,-24.5937926,-52.8038965
Paraná,Farol,PR,-24.0935055,-52.6232183
Paraná,Iretama,PR,-24.4212538,-52.1023538
Paraná,Lidianópolis,PR,-24.1073464,-51.6525676
Paraná,Mirador,PR,-23.257015,-52.7756432
Paraná,Quarto Centenário,PR,-24.27904,-53.075881
Paraná,Tamarana,PR,-23.7223793,-51.0936013
Paraná,Ortigueira,PR,-24.2088891,-50.925043
Paraná,Santa Tereza do Oeste,PR,-25.0511956,-53.6161834
Paraná,Araruna,PR,-23.9320308,-52.4976047
Paraná,Campo Mourão,PR,-24.046329,-52.37802
Paraná,Fênix,PR,-23.9169495,-51.9801443
Paraná,Itaguajé,PR,-22.618282,-51.967351
Paraná,Lindoeste,PR,-25.2608275,-53.5758136
Paraná,Miraselva,PR,-22.9675823,-51.4847793
Paraná,Querência do Norte,PR,-23.083758,-53.483022
Paraná,Tamboara,PR,-23.1995071,-52.5000131
Paraná,Ourizona,PR,-23.4047001,-52.1954085
Paraná,Santa Terezinha de Itaipu,PR,-25.4390809,-54.4019902
Paraná,Ariranha do Ivaí,PR,-24.3834527,-51.5876772
Paraná,Cândido de Abreu,PR,-24.5747463,-51.3432207
Paraná,Floraí,PR,-23.3206134,-52.3009856
Paraná,Itaipulândia,PR,-25.1417007,-54.2980691
Paraná,Loanda,PR,-22.9320944,-53.1352452
Paraná,Moreira Sales,PR,-24.0509413,-53.0101722
Paraná,Quinta do Sol,PR,-23.8494169,-52.1334452
Paraná,Tapejara,PR,-23.7334411,-52.8701739
Paraná,Ouro Verde do Oeste,PR,-24.7741302,-53.906938
Paraná,Santo Antônio do Caiuá,PR,-22.7365132,-52.3446998
Paraná,Assis Chateaubriand,PR,-24.4054826,-53.5120468
Paraná,Centenário do Sul,PR,-22.821497,-51.5951456
Paraná,Floresta,PR,-23.6144046,-52.0819003
Paraná,Itambé,PR,-23.659424,-51.9903555
Paraná,Lobato,PR,-23.0077055,-51.9524309
Paraná,Munhoz de Melo,PR,-22.8230758,-51.5943932
Paraná,Ramilândia,PR,-25.1190203,-54.0301175
Paraná,Tapira,PR,-23.323146,-53.0712033
Paraná,Paiçandu,PR,-23.4575884,-52.048988
Paraná,Santo Inácio,PR,-22.6973239,-51.792679
Paraná,Atalaia,PR,-23.1513833,-52.0529697
Paraná,Céu Azul,PR,-25.1484973,-53.8494214
Paraná,Florestópolis,PR,-22.8663942,-51.3905121
Paraná,Itaúna do Sul,PR,-22.7302304,-52.8854393
Paraná,Londrina,PR,-23.3112878,-51.1595023
Paraná,Nossa Senhora das Graças,PR,-22.9138823,-51.7962681
Paraná,Rancho Alegre d`Oeste,PR,-24.3065214,-52.9551791
Paraná,Terra Rica,PR,-22.7264874,-52.6202541
Paraná,Paraíso do Norte,PR,-23.2841185,-52.6024125
Paraná,São Carlos do Ivaí,PR,-23.315828,-52.476143
Paraná,Barbosa Ferraz,PR,-24.0287182,-52.00811
Paraná,Cianorte,PR,-23.662036,-52.6103989
Paraná,Flórida,PR,-23.0861312,-51.9540843
Paraná,Ivaiporã,PR,-24.2433517,-51.6719268
Paraná,Luiziana,PR,-24.2838237,-52.2767531
Paraná,Nova Aliança do Ivaí,PR,-23.176271,-52.603244
Paraná,Rio Bom,PR,-23.7618456,-51.4127871
Paraná,Terra Roxa,PR,-24.1670468,-54.097432
Rondônia,Alto Paraíso,RO,-9.7240103,-63.3188123
Rondônia,Cabixi,RO,-13.4956065,-60.5424442
Rondônia,Candeias do Jamari,RO,-8.7949939,-63.7018851
Rondônia,Colorado do Oeste,RO,-13.117431,-60.545428
Rondônia,Cujubim,RO,-9.3687919,-62.5832107
Rondônia,Itapuã do Oeste,RO,-9.189646,-63.1910097
Rondônia,Machadinho d`Oeste,RO,-9.4240851,-61.9923719
Rondônia,Nova Mamoré,RO,-10.4104864,-65.3313761
Rondônia,Parecis,RO,-12.1810712,-61.6037558
Rondônia,Presidente Médici,RO,-11.1686638,-61.9057627
Rondônia,Teixeirópolis,RO,-10.9336967,-62.2560049
Rondônia,Vale do Anari,RO,-9.8580807,-62.1741423
Rondônia,Ariquemes,RO,-9.9076522,-63.033069
Rondônia,Cacaulândia,RO,-10.3380043,-62.9007231
Rondônia,Cerejeiras,RO,-13.186987,-60.816836
Rondônia,Corumbiara,RO,-12.9977668,-60.9455009
Rondônia,Governador Jorge Teixeira,RO,-10.6140224,-62.7326412
Rondônia,Jaru,RO,-10.431826,-62.478769
Rondônia,Mirante da Serra,RO,-11.0321694,-62.6717012
Rondônia,Nova União,RO,-10.91591,-62.5570096
Rondônia,Pimenta Bueno,RO,-11.6767868,-61.1863902
Rondônia,Rio Crespo,RO,-9.7052777,-62.9004474
Rondônia,Theobroma,RO,-10.246489,-62.3493803
Rondônia,Vale do Paraíso,RO,-10.4266959,-62.1300904
Rondônia,Buritis,RO,-10.2054937,-63.8281954
Rondônia,Campo Novo de Rondônia,RO,-10.5704235,-63.6199511
Rondônia,Chupinguaia,RO,-12.5528918,-60.9027819
Rondônia,Costa Marques,RO,-12.4367165,-64.2279765
Rondônia,Guajará-Mirim,RO,-10.7804239,-65.3327825
Rondônia,Ji-Paraná,RO,-10.8778148,-61.9277854
Rondônia,Monte Negro,RO,-10.2603398,-63.2977025
Rondônia,Ouro Preto do Oeste,RO,-10.7166851,-62.2602399
Rondônia,Porto Velho,RO,-8.7494525,-63.8735438
Rondônia,São Francisco do Guaporé,RO,-12.0609982,-63.5668307
Rondônia,Urupá,RO,-11.1256535,-62.3704203
Rondônia,Vilhena,RO,-12.7368536,-60.1465555
Matas de Rondônia,Alta Floresta d`Oeste,RO,-11.9296917,-61.9961284
Matas de Rondônia,Alto Alegre dos Parecis,RO,-12.1314515,-61.856265
Matas de Rondônia,Alvorada d`Oeste,RO,-11.346271,-62.284697
Matas de Rondônia,Cacoal,RO,-11.4333,-61.4420502
Matas de Rondônia,Castanheiras,RO,-11.4277212,-61.9486802
Matas de Rondônia,Espigão d`Oeste,RO,-11.532175,-61.0130935
Matas de Rondônia,Ministro Andreazza,RO,-11.1981045,-61.5167422
Matas de Rondônia,Nova Brasilândia d`Oeste,RO,-11.722692,-62.315545
Matas de Rondônia,Novo Horizonte do Oeste,RO,-11.7105311,-61.9993277
Matas de Rondônia,Primavera de Rondônia,RO,-11.829456,-61.315336
Matas de Rondônia,Rolim de Moura,RO,-11.727071,-61.771411
Matas de Rondônia,Santa Luzia d`Oeste,RO,-11.9064424,-61.7797356
Matas de Rondônia,São Felipe d`Oeste,RO,-11.9107798,-61.5130058
Matas de Rondônia,São Miguel do Guaporé,RO,-11.6951466,-62.7195739
Matas de Rondônia,Seringueiras,RO,-11.7715738,-63.0346835
Noroeste/Norte do Rio de Janeiro,Bom Jesus do Itabapoana,RJ,-21.1341025,-41.680095
Noroeste/Norte do Rio de Janeiro,Cambuci,RJ,-21.5749919,-41.9107833
Noroeste/Norte do Rio de Janeiro,Campos dos Goytacazes,RJ,-21.7558619,-41.3326895
Noroeste/Norte do Rio de Janeiro,Conceição de Macabu,RJ,-22.0849986,-41.8679947
Noroeste/Norte do Rio de Janeiro,Laje do Muriaé,RJ,-21.2082595,-42.1226959
Noroeste/Norte do Rio de Janeiro,Miracema,RJ,-21.4123651,-42.1965147
Noroeste/Norte do Rio de Janeiro,Natividade,RJ,-21.040694,-41.9817534
Noroeste/Norte do Rio de Janeiro,Porciúncula,RJ,-20.9627278,-42.0405703
Noroeste/Norte do Rio de Janeiro,São Fidélis,RJ,-21.6482101,-41.7480548
Noroeste/Norte do Rio de Janeiro,Varre-Sai,RJ,-20.892291399999998,-41.8385763827082
Noroeste/Norte do Rio de Janeiro,Itaperuna,RJ,-21.2048,-41.88801
Serrana do Rio de Janeiro,Bom Jardim,RJ,-22.5144281,-42.6272741
Serrana do Rio de Janeiro,Carmo,RJ,-21.9341749,-42.6091737
Serrana do Rio de Janeiro,Petrópolis,RJ,-22.5075743,-43.1785356
Serrana do Rio de Janeiro,Teresópolis,RJ,-22.4164578,-42.975194
Serrana do Rio de Janeiro,Cantagalo,RJ,-21.9811325,-42.3682522
Serrana do Rio de Janeiro,Cordeiro,RJ,-22.0287681,-42.3607442
Serrana do Rio de Janeiro,Duas Barras,RJ,-22.0522519,-42.5194705
Serrana do Rio de Janeiro,Santa Maria Madalena,RJ,-21.9557957,-42.008283
Serrana do Rio de Janeiro,São José do Vale do Rio Preto,RJ,-22.1509994,-42.9239986
Serrana do Rio de Janeiro,Sumidouro,RJ,-22.0498059,-42.6742601
Serrana do Rio de Janeiro,Trajano de Moraes,RJ,-22.0637911,-42.0644414
Sul do Rio de Janeiro,Areal,RJ,-22.2314922,-43.1056264
Sul do Rio de Janeiro,Barra do Piraí,RJ,-22.4703403,-43.8263256
Sul do Rio de Janeiro,Miguel Pereira,RJ,-22.4539417,-43.4691978
Sul do Rio de Janeiro,Vassouras,RJ,-22.4093928,-43.6609318
Sul do Rio de Janeiro,Paraíba do Sul,RJ,-22.1636384,-43.2916915
Sul do Rio de Janeiro,Sapucaia,RJ,-21.9946569,-42.9137975
Sul do Rio de Janeiro,Três Rios,RJ,-22.1167884,-43.2087226
Sul do Rio de Janeiro,Valença,RJ,-22.2461028,-43.6996917
Ceará,Abaiara,CE,-7.3607808,-39.0487878
Ceará,Aratuba,CE,-4.4195958,-39.0463737
Ceará,Ubajara,CE,-3.8534468,-40.9185642
Ceará,Viçosa do Ceará,CE,-3.5667684,-41.091504
Ceará,Capistrano,CE,-4.4644692,-38.8956734
Ceará,Croatá,CE,-4.4156199,-40.9048081
Ceará,Guaraciaba do Norte,CE,-4.1632924,-40.7495985
Ceará,Ibiapina,CE,-3.9228792,-40.8890296
Ceará,Ipueiras,CE,-4.5427141,-40.7168461
Ceará,Itapipoca,CE,-3.499329,-39.583571
Ceará,Meruoca,CE,-3.5390209,-40.4546107
Ceará,Pacatuba,CE,-3.9841,-38.6180383
Ceará,Porteiras,CE,-7.5341572,-39.1153149
Ceará,Reriutaba,CE,-4.1418352,-40.5824356
Ceará,Alcântaras,CE,-3.586247,-40.5457641
Ceará,Tianguá,CE,-3.7307332,-41.0004019
Ceará,Uruburetama,CE,-3.6235302,-39.5050697
Ceará,Baturité,CE,-4.3290203,-38.8821055
Ceará,Carnaubal,CE,-4.1611842,-40.9412317
Ceará,Graça,CE,-4.0453849,-40.7527195
Ceará,Guaramiranga,CE,-4.2615431,-38.9339337
Ceará,Ipu,CE,-4.3239824,-40.7097463
Ceará,Itapajé,CE,-3.6841324,-39.5851265
Ceará,Massapê,CE,-3.5239058,-40.3423107
Ceará,Mulungu,CE,-5.888418,-39.384758
Ceará,Palmácia,CE,-4.1478012,-38.8460317
Ceará,Redenção,CE,-4.2243979,-38.7278461
Ceará,São Benedito,CE,-4.0479952,-40.8643488
Goiás,Ipameri,GO,-17.7215439,-48.158118
Goiás,Catalão,GO,-18.1702546,-47.9447082
Goiás,Cabeceiras,GO,-15.7485892,-46.96464784
Goiás,Niquelândia,GO,-14.4648655,-48.4572244
Goiás,Planaltina,GO,-15.4571536,-47.6089024
Goiás,Montividiu,GO,-17.450464,-51.1737162
Goiás,Gameleira de Goiás,GO,-16.4853739,-48.64541
Goiás,Paraúna,GO,-16.9495937,-50.4473008
Goiás,Anicuns,GO,-16.4606451,-49.9572265
Goiás,Piracanjuba,GO,-17.3020379,-49.0170101
Goiás,Hidrolândia,GO,-16.9671342,-49.22826
Goiás,Campo Alegre de Goiás,GO,-17.6337896,-47.779291
Goiás,Água Fria de Goiás,GO,-14.9803368,-47.7824312
Goiás,Cristalina,GO,-16.7680599,-47.6133427
Goiás,São João d`Aliança,GO,-14.7043453,-47.5206865
Goiás,Rio Verde,GO,-17.7921255,-50.9191219
Goiás,Goiânia,GO,-16.680882,-49.2532691
Goiás,Goianira,GO,-16.5001973,-49.4254788
Goiás,Mineiros,GO,-17.5653879,-52.5536721
Goiás,Trindade,GO,-16.6549924,-49.4876203
Goiás,Caiapônia,GO,-16.9538779,-51.8090761
Pernambuco,Taquaritinga do Norte,PE,-7.9027766,-36.0442227
Pernambuco,Paranatama,PE,-8.894516849999999,-36.73692078185357
Pernambuco,Saloá,PE,-8.99977505,-36.70927615833333
Pernambuco,Vertentes,PE,-7.906103,-35.9894975
Pernambuco,Garanhuns,PE,-8.8905889,-36.4930896
Pernambuco,Bom Conselho,PE,-9.169191,-36.685683
Pernambuco,Correntes,PE,-9.1295585,-36.3287438
Pernambuco,São João,PE,-8.875762,-36.36532
Pernambuco,Moreilândia,PE,-7.61413655,-39.495672585037795
Pernambuco,Angelim,PE,-8.87542535,-36.27255800003883
Pernambuco,Brejão,PE,-9.02880825,-36.53727910136986
Pernambuco,São Joaquim do Monte,PE,-8.4323653,-35.8076179
Pernambuco,Triunfo,PE,-7.8362959,-38.1042617
Pernambuco,Exu,PE,-7.515434,-39.722015
Pernambuco,Gravatá,PE,-8.1993049,-35.5631137
Pernambuco,Terezinha,PE,-9.0739297,-36.62827209844892
Pernambuco,Panelas,PE,-8.661211,-36.012539
Pernambuco,Canhotinho,PE,-8.876519,-36.197935
Pernambuco,Caetés,PE,-8.7728788,-36.6255835
Pernambuco,Santa Cruz da Baixa Verde,PE,-7.8415246,-38.17659615671501
Planalto Central,Brasília,DF,-15.7934036,-47.8823172
Caparaó (Denominação de Origem),Dores do Rio Preto,ES,-20.6907113,-41.846385
Caparaó (Denominação de Origem),São José do Calçado,ES,-21.0271161,-41.654069
Caparaó (Denominação de Origem),Divino de São Lourenço,ES,-20.6224575,-41.6853124
Caparaó (Denominação de Origem),Guaçuí,ES,-20.7726679,-41.6750657
Caparaó (Denominação de Origem),Alegre,ES,-20.728080499999997,-41.49667054846215
Caparaó (Denominação de Origem),Alto Jequitibá,MG,-20.438012399999998,-41.95316239489647
Caparaó (Denominação de Origem),Alto Caparaó,MG,-20.45726905,-41.85675473848279
Caparaó (Denominação de Origem),Caparaó,MG,-20.5232726,-41.9049984
Caparaó (Denominação de Origem),Espera Feliz,MG,-20.6494192,-41.9080693
Caparaó (Denominação de Origem),Manhumirim,MG,-20.3599141,-41.9554606
Caparaó (Denominação de Origem),Martins Soares,MG,-20.2583778,-41.8761462
Caparaó (Denominação de Origem),Muniz Freire,ES,-20.4636068,-41.4137007
Caparaó (Denominação de Origem),Ibitirama,ES,-20.5394377,-41.6644451
Caparaó (Denominação de Origem),Iúna,ES,-20.3427029,-41.5360386
Caparaó (Denominação de Origem),Irupi,ES,-20.346479,-41.6392581
Caparaó (Denominação de Origem),Ibatiba,ES,-20.2342792,-41.5082981
Acre,Acrelândia,AC,-10.0759167,-67.0526898
Acre,Brasiléia,AC,-11.0010413,-68.7487894
Acre,Manoel Urbano,AC,-8.838755,-69.2619465
Acre,Senador Guiomard,AC,-9.9765,-67.31913961038961
Acre,Feijó,AC,-8.1648652,-70.3539579
Acre,Plácido de Castro,AC,-10.3239154,-67.1824196
Acre,Rio Branco,AC,-9.9765362,-67.8220778
Acre,Assis Brasil,AC,-10.9409203,-69.5672108
Acre,Epitaciolândia,AC,-11.0289439,-68.7411519
Acre,Sena Madureira,AC,-9.0659556,-68.6571058
Acre,Porto Acre,AC,-9.5879722,-67.53307
Acre,Capixaba,AC,-10.5741345,-67.6759719
Acre,Xapuri,AC,-10.6511174,-68.5017902
Mato Grosso,Alta Floresta,MT,-9.8698547,-56.0834993
Mato Grosso,Aripuanã,MT,-10.175806,-59.4439663
Mato Grosso,Carlinda,MT,-9.9690671,-55.8200191
Mato Grosso,Castanheira,MT,-11.1391946,-58.6088547
Mato Grosso,Colniza,MT,-9.4560637,-59.2197132
Mato Grosso,Comodoro,MT,-13.6581107,-59.786883
Mato Grosso,Cotriguaçu,MT,-9.9034364,-58.5658915
Mato Grosso,Juína,MT,-11.4230908,-58.7570212
Mato Grosso,Juruena,MT,-10.3282716,-58.4968918
Mato Grosso,Nova Bandeirantes,MT,-9.8494172,-57.8139698
Mato Grosso,Nova Lacerda,MT,-14.4753855,-59.5881498
Mato Grosso,Paranaíta,MT,-9.6655602,-56.4758122
Mato Grosso,Rondolândia,MT,-10.8428772,-61.4596962
Mato Grosso,Santo Antônio do Leverger,MT,-15.857723834511072,-56.0786685328156
Mato Grosso,Tangará da Serra,MT,-14.6213903,-57.4907268
Mato Grosso,Nova Monte verde,MT,-9.9796694,-57.467331
